vehicle_id,engine_temp_C,oil_pressure_psi,brake_pad_mm,battery_voltage_V,mileage_k,tire_pressure_psi,severity
VH-06576,99.7,42.6,6.5,12.38,130.0,30.4,Normal
VH-01836,96.8,34.8,9.2,12.64,180.0,,Normal
VH-01611,93.0,45.3,10.7,12.66,83.0,35.1,Normal
VH-06248,109.5,42.0,6.0,12.65,192.0,35.0,Warning
VH-06930,83.8,,7.9,12.02,68.0,35.8,Normal
VH-00160,87.3,35.4,11.7,12.77,47.0,30.7,Normal
VH-05396,98.5,22.1,11.4,13.51,113.0,31.2,Warning
VH-01971,92.5,48.7,3.5,13.01,60.0,34.7,Warning
VH-03182,89.3,42.6,3.1,12.64,172.0,29.7,Warning
VH-03983,84.1,40.8,10.8,13.08,132.0,30.5,Normal
VH-02087,91.3,39.4,8.4,12.47,42.0,30.7,Normal
VH-00449,98.1,56.1,5.0,13.45,24.0,37.3,Normal
VH-01380,104.8,47.0,4.3,12.55,34.0,31.7,Normal
VH-02797,92.9,32.6,11.4,12.4,180.0,39.4,Normal
VH-00553,111.3,47.5,11.1,12.16,42.0,36.1,Warning
VH-03106,101.1,45.0,10.8,12.86,180.0,32.5,Normal
VH-03674,84.1,38.9,8.8,13.11,188.0,33.8,Normal
VH-06434,97.7,38.9,2.8,13.41,198.0,35.6,Warning
VH-03922,86.2,42.1,6.2,13.94,35.0,31.1,Normal
VH-01109,101.7,39.1,3.1,11.94,140.0,34.1,Warning
VH-03978,101.0,25.7,3.3,13.24,47.0,36.0,Warning
VH-05158,90.0,40.7,9.0,12.63,60.0,29.4,Normal
VH-07006,82.2,43.3,5.9,13.11,129.0,32.3,Normal
VH-03890,85.3,37.2,2.6,12.59,47.0,31.8,Warning
VH-00163,88.4,45.7,4.1,12.88,43.0,28.4,Normal
VH-00444,92.3,45.7,6.0,12.06,174.0,36.2,Normal
VH-00640,83.0,47.0,7.4,13.0,54.0,33.4,Normal
VH-07498,90.9,37.4,3.9,12.13,58.0,35.9,Warning
VH-06766,110.0,47.5,4.7,13.17,103.0,34.1,Warning
VH-06832,102.4,59.8,4.4,12.01,101.0,28.2,Normal
VH-02606,87.1,47.8,8.2,,142.0,32.3,Normal
VH-05826,102.7,33.1,5.4,12.54,158.0,34.4,Normal
VH-01153,90.5,43.4,3.9,13.0,89.0,33.6,Warning
VH-07936,90.7,50.4,7.9,12.97,88.0,35.5,Normal
VH-05648,82.3,27.9,5.2,13.0,107.0,29.8,Normal
VH-01181,101.8,36.4,7.9,13.2,39.0,35.4,Normal
VH-04619,99.7,37.2,10.7,12.11,66.0,33.5,Normal
VH-00735,96.3,33.1,5.8,12.54,168.0,33.4,Normal
VH-01137,95.3,39.2,8.8,11.65,151.0,36.0,Warning
VH-02670,100.5,34.5,11.9,11.73,5.0,32.6,Warning
VH-04320,89.3,37.1,8.9,12.35,169.0,30.4,Normal
VH-02986,96.7,,9.8,11.73,23.0,31.8,Warning
VH-05585,96.3,28.2,2.3,12.19,32.0,28.7,Critical
VH-05001,92.6,41.0,5.8,13.49,45.0,33.9,Normal
VH-04228,89.7,32.5,8.1,13.9,186.0,,Normal
VH-03874,84.8,47.0,9.8,12.6,192.0,34.6,Normal
VH-04629,86.7,34.2,3.3,13.06,42.0,34.2,Warning
VH-00636,93.5,41.7,10.4,13.03,18.0,33.1,Normal
VH-06906,86.8,54.0,11.7,13.42,103.0,32.5,Normal
VH-05678,96.9,,3.2,12.55,101.0,29.5,Warning
VH-00108,101.7,20.6,3.7,12.79,105.0,35.2,Warning
VH-00856,97.7,30.8,10.1,12.27,145.0,27.9,Warning
VH-02911,110.1,43.0,11.8,13.24,125.0,33.3,Warning
VH-05985,99.5,30.0,6.3,12.62,178.0,36.8,Normal
VH-00279,97.1,43.3,3.1,12.68,90.0,,Warning
VH-03112,107.9,,7.3,12.16,179.0,33.1,Normal
VH-07601,83.1,35.5,11.3,13.18,17.0,34.8,Normal
VH-02395,85.7,35.9,11.8,12.79,189.0,,Normal
VH-05532,-49.36663039077655,39.3,2.2,11.85,64.0,34.4,Normal
VH-01820,78.1,36.5,4.3,13.28,159.0,34.3,Normal
VH-04928,107.0,49.5,6.3,12.17,156.0,35.8, normal 
VH-04863,99.1,27.6,2.6,,153.0,34.2,Warning
VH-00138,111.0,43.6,3.6,12.46,170.0,32.4,Warning
VH-05602,100.1,44.4,5.8,12.37,81.0,30.1,Normal
VH-01854,98.8,44.0,7.6,12.62,185.0,30.5,Normal
VH-04627,101.3,50.7,8.7,12.91,37.0,32.6,Normal
VH-01294,97.1,31.0,4.5,,115.0,32.6,Normal
VH-05408,86.3,39.6,9.3,13.27,181.0,34.9,Normal
VH-04968,92.3,43.3,10.1,12.75,107.0,31.6,Normal
VH-07986,94.4,31.4,6.1,12.18,99.0,29.0,Normal
VH-06736,109.3,57.5,4.9,12.55,153.0,32.8,Warning
VH-04770,96.6,49.3,2.9,11.75,183.0,32.1,Normal
VH-03872,91.1,53.2,11.5,12.72,183.0,29.4,Warning
VH-00913,90.0,44.1,5.2,12.93,18.0,27.0,Warning
VH-02153,86.4,46.1,3.3,11.84,12.0,28.7,Warning
VH-06991,97.7,39.4,11.4,12.73,157.0,39.7,Normal
VH-02950,85.6,46.8,10.7,13.1,103.0,34.5,Normal
VH-00120,86.8,42.0,9.7,12.58,66.0,35.2,Normal
VH-06107,114.6,43.2,7.3,11.98,197.0,36.2,Warning
VH-01586,76.2,48.6,3.0,13.1,114.0,34.1,Warning
VH-06541,100.2,34.6,7.0,12.31,117.0,36.3,Normal
VH-02725,92.0,36.5,8.7,13.11,118.0,34.8,Normal
VH-03526,98.1,50.1,11.4,12.73,145.0,29.6,Normal
VH-00037,88.3,28.9,9.6,13.0,121.0,33.0,Normal
VH-05549,87.0,38.1,6.1,13.56,31.0,32.5,Normal
VH-02967,89.5,31.9,10.5,12.25,44.0,31.4,Warning
VH-02989,106.1,32.2,6.2,,122.0,34.7,Normal
VH-01246,91.7,38.1,10.7,12.69,138.0,31.7,Normal
VH-07413,102.4,32.1,10.0,11.79,77.0,29.1,Warning
VH-06307,92.2,47.1,5.2,13.17,131.0,34.3,Normal
VH-01244,103.4,39.8,3.4,12.05,28.0,33.0,Warning
VH-03514,97.9,39.2,4.1,12.68,106.0,30.9,Normal
VH-00245,84.7,36.7,3.5,12.8,156.0,32.2,Warning
VH-04048,93.6,47.9,9.9,13.25,192.0,29.1,Normal
VH-05070,91.2,36.2,11.2,13.17,80.0,34.3,Normal
VH-03648,105.9,28.6,3.0,12.5,182.0,37.2,Warning
VH-01847,86.1,38.5,6.4,12.45,148.0,33.1,Normal
VH-07674,95.2,31.9,4.0,12.1,76.0,31.6,Normal
VH-07157,97.0,36.5,4.1,,53.0,,Warning
VH-00240,88.0,30.6,3.3,12.92,176.0,28.3,Warning
VH-03687,98.4,42.3,9.2,12.64,79.0,27.6,Warning
VH-02195,80.1,44.2,3.0,12.31,166.0,33.8,Warning
VH-06835,95.1,51.1,11.2,,82.0,27.1,Warning
VH-02029,91.2,44.1,8.9,13.51,60.0,34.6,Normal
VH-07072,92.1,48.1,10.4,12.72,199.0,28.9,Normal
VH-07989,92.1,54.1,7.6,12.2,61.0,33.9,Normal
VH-00193,106.7,35.5,9.2,12.55,48.0,39.8,Normal
VH-05314,94.8,41.4,10.5,13.04,27.0,23.4,Warning
VH-01726,87.5,38.7,9.0,12.89,83.0,33.1,Normal
VH-04667,101.4,31.9,11.3,12.38,167.0,36.0,Normal
VH-04692,97.1,32.0,5.5,12.34,44.0,33.9,Normal
VH-02079,87.7,41.1,10.5,13.38,60.0,36.1,Normal
VH-04808,90.5,46.7,2.0,12.74,121.0,29.8,Critical
VH-00035,104.0,27.0,3.3,12.32,37.0,32.8,Warning
VH-00631,115.4,52.0,3.2,12.7,25.0,30.2,Warning
VH-01721,83.8,33.4,4.3,12.18,86.0,27.8,Warning
VH-05768,94.2,48.2,7.9,12.87,19.0,26.4,Warning
VH-05707,98.4,42.7,10.4,12.54,22.0,37.2,Normal
VH-07163,97.7,40.2,8.7,12.93,61.0,34.8,Normal
VH-02129,103.5,51.0,11.2,13.15,7.0,31.8,Normal
VH-04620,86.2,44.7,4.6,13.38,63.0,35.6, normal 
VH-05717,91.3,45.0,6.8,12.33,141.0,29.7,Normal
VH-07887,83.9,33.6,4.1,12.88,124.0,35.8,Normal
VH-01394,80.0,33.1,3.8,12.87,107.0,32.4,Warning
VH-07766,99.4,38.8,9.8,12.61,130.0,33.2,Normal
VH-04437,101.5,35.5,5.7,12.61,71.0,32.2,Normal
VH-02501,97.0,38.0,11.0,13.03,21.0,25.7,Warning
VH-01547,88.6,26.8,7.3,12.27,54.0,30.2,Normal
VH-06986,86.1,51.0,9.0,12.91,112.0,32.7,Normal
VH-01056,96.2,55.9,5.5,12.06,108.0,27.6,Warning
VH-02762,90.7,42.9,11.0,12.61,109.0,30.1,Normal
VH-02427,90.4,40.9,4.7,13.29,98.0,30.9,Normal
VH-00100,92.0,50.0,8.7,12.65,74.0,29.2,Normal
VH-01542,96.9,40.0,6.9,,139.0,33.6,WARNING
VH-01152,97.2,31.3,3.4,12.62,198.0,32.9,Warning
VH-05721,101.4,41.7,8.7,12.7,131.0,29.9,Normal
VH-04021,97.9,39.8,4.5,11.79,170.0,36.2,Warning
VH-01058,95.9,,2.2,12.51,115.0,,Critical
VH-04984,83.5,40.5,3.5,12.47,106.0,26.8,Warning
VH-06465,85.1,40.4,9.6,13.33,20.0,33.7,Normal
VH-03171,100.5,35.5,3.1,12.72,13.0,31.4,Warning
VH-06656,91.8,54.8,5.7,12.65,51.0,32.9,Normal
VH-04655,94.3,38.2,3.5,11.83,49.0,37.0,Critical
VH-01284,95.5,51.3,7.9,,46.0,32.4,Normal
VH-07470,96.6,54.1,8.3,12.78,74.0,35.5,Normal
VH-05071,94.6,42.3,3.2,12.78,187.0,30.0,Warning
VH-03586,86.8,26.1,5.4,13.49,77.0,33.9,Normal
VH-02883,104.1,,2.2,13.39,69.0,36.5,critical
VH-07323,101.6,49.9,3.7,12.51,118.0,30.5,WARNING
VH-06982,91.4,40.4,7.4,12.47,110.0,37.5,Normal
VH-07926,95.1,32.8,4.5,11.74,57.0,37.5,Warning
VH-00448,103.9,29.4,6.0,12.63,9.0,35.4,Normal
VH-00207,85.2,40.6,5.3,12.14,126.0,31.4,Normal
VH-05307,92.5,38.2,3.6,12.42,182.0,32.2,Warning
VH-02604,104.4,39.2,6.6,12.41,112.0,34.6,Normal
VH-07085,94.3,43.1,4.9,13.15,115.0,31.1,Normal
VH-00981,82.8,41.6,6.2,13.41,26.0,33.5,Normal
VH-01576,95.2,45.1,2.5,12.29,82.0,30.6,Warning
VH-07355,86.7,33.7,5.2,12.36,38.0,38.3,Normal
VH-04195,88.3,38.3,2.4,12.3,85.0,29.2,Critical
VH-03294,90.3,50.5,6.2,13.11,47.0,33.4,Normal
VH-05644,104.0,37.1,10.9,12.82,180.0,34.0,Normal
VH-02959,110.6,40.6,9.1,13.83,180.0,30.8,Warning
VH-04488,98.4,31.4,5.1,12.34,92.0,31.9,critical
VH-07107,97.8,46.9,5.7,12.07,161.0,35.1,Normal
VH-07024,95.3,45.3,7.4,13.7,31.0,31.5,Normal
VH-05843,98.8,29.5,8.6,11.36,46.0,32.4,Warning
VH-06504,96.3,32.1,3.1,12.46,150.0,35.9,WARNING
VH-06690,93.0,30.2,2.8,,198.0,32.4,Warning
VH-03545,89.8,42.6,5.5,12.46,85.0,27.4,Warning
VH-00595,91.6,38.6,7.7,11.96,173.0,33.6,Warning
VH-06763,106.1,45.7,2.2,12.36,175.0,34.7,Critical
VH-02904,91.7,45.7,7.5,12.15,182.0,33.6,Normal
VH-05754,88.0,49.6,2.2,12.55,8.0,34.8,Critical
VH-06239,90.8,,4.9,13.24,199.0,34.3,Normal
VH-02554,98.1,37.4,4.1,13.52,178.0,34.2,Normal
VH-03676,86.6,40.4,2.4,12.73,60.0,33.5,Critical
VH-01770,91.4,49.0,9.7,13.2,86.0,31.4,Normal
VH-02335,95.7,35.4,6.9,12.91,142.0,32.3,Normal
VH-05328,99.2,37.3,6.1,12.71,67.0,31.9,Normal
VH-01604,92.5,47.6,7.9,12.46,45.0,34.5,Normal
VH-06291,106.9,29.8,7.2,12.43,45.0,32.5,Normal
VH-05740,101.1,35.0,3.5,12.24,176.0,33.8,Warning
VH-07739,99.5,35.8,10.8,12.52,18.0,35.5,Normal
VH-02792,88.7,40.6,8.8,12.76,38.0,30.7,Normal
VH-07401,107.4,31.8,5.5,12.18,127.0,30.6,Normal
VH-01178,97.9,37.1,3.8,11.91,71.0,32.4,Warning
VH-05030,104.3,46.8,9.7,12.45,13.0,27.0,Warning
VH-07505,89.2,,4.9,11.81,93.0,32.3,Warning
VH-02557,101.7,35.6,10.9,12.54,127.0,35.7,Normal
VH-06212,103.0,,7.6,12.88,46.0,34.6,Normal
VH-01585,82.0,40.8,10.7,12.39,107.0,30.3,Normal
VH-07474,104.8,26.9,2.8,11.89,21.0,32.8,Warning
VH-00723,83.0,37.4,6.2,,57.0,30.0,Normal
VH-06845,100.1,40.5,11.0,11.93,85.0,,Warning
VH-05112,95.1,51.2,3.0,13.18,128.0,34.9,Warning
VH-03538,101.9,33.4,7.2,11.7,113.0,32.8,Warning
VH-06697,91.3,40.5,9.3,11.87,32.0,29.2,Warning
VH-04994,98.4,45.0,9.2,13.38,157.0,34.3,Normal
VH-06540,82.5,44.5,7.3,12.43,143.0,34.5,Normal
VH-04166,85.9,40.1,5.3,12.79,115.0,29.4,Normal
VH-02933,103.5,28.3,11.1,13.22,75.0,35.5,Normal
VH-03652,101.8,36.7,8.1,12.93,22.0,35.8,Normal
VH-04768,83.0,42.2,5.8,12.71,103.0,34.9,Normal
VH-03787,95.3,51.7,3.4,13.56,34.0,39.2,Warning
VH-01935,107.8,41.4,4.8,12.01,59.0,32.9,Normal
VH-07640,92.2,35.1,7.0,12.23,140.0,31.8,Normal
VH-02981,107.4,38.9,6.4,12.56,191.0,35.1,Normal
VH-07372,84.0,38.7,10.3,12.02,190.0,28.6,Normal
VH-01335,109.9,24.5,11.9,11.7,98.0,29.8,Warning
VH-06486,94.5,46.5,6.3,11.74,13.0,34.5,WARNING
VH-02976,88.7,49.6,8.3,12.98,70.0,29.5,Normal
VH-07538,84.6,29.6,7.3,12.6,140.0,29.1,Normal
VH-05428,103.1,,7.5,12.09,74.0,35.4,Normal
VH-04158,103.4,31.0,7.2,13.55,51.0,32.2,Normal
VH-03150,97.2,32.7,7.6,12.94,111.0,32.4,Normal
VH-00766,95.7,43.5,7.8,13.45,37.0,31.4,Normal
VH-01746,90.4,26.9,5.2,12.79,38.0,26.3,Warning
VH-02867,107.2,17.0,7.1,11.91,13.0,,Critical
VH-01008,101.0,19.7,9.6,13.13,144.0,,Warning
VH-04545,95.2,37.6,7.8,11.64,36.0,31.4,WARNING
VH-00622,97.2,38.5,2.2,12.26,6.0,30.5,Critical
VH-04060,97.0,44.4,5.6,12.77,195.0,33.2,Normal
VH-02161,87.4,34.3,10.5,11.91,167.0,36.3,Warning
VH-03600,102.7,40.8,4.0,12.6,52.0,29.9,Normal
VH-02998,101.6,38.1,3.3,12.64,163.0,37.1,Warning
VH-05922,116.7,42.9,4.3,12.27,94.0,29.5,Warning
VH-04533,83.0,40.7,6.4,13.12,192.0,32.7, normal 
VH-03929,89.0,32.2,9.8,12.0,20.0,29.0,Normal
VH-04782,88.2,59.9,11.2,13.73,67.0,34.8,Normal
VH-03564,106.1,37.2,4.1,12.11,147.0,22.8,WARNING
VH-04287,89.6,21.2,7.9,13.72,49.0,31.4,Warning
VH-04823,90.3,29.0,4.3,12.4,53.0,31.5,Normal
VH-07904,89.1,39.1,10.2,,55.0,31.3, normal 
VH-06026,95.7,59.8,3.1,11.27,159.0,31.6,Critical
VH-06764,92.2,42.7,6.8,12.53,24.0,28.9,Normal
VH-01718,99.9,43.7,11.4,13.08,137.0,32.3,Normal
VH-05177,106.1,42.9,7.7,11.95,25.0,37.1,Warning
VH-03888,92.9,40.6,7.4,12.41,29.0,34.1,Normal
VH-02791,94.1,26.3,10.8,11.99,147.0,33.9,Warning
VH-02621,89.5,39.0,3.9,12.05,74.0,37.0,Warning
VH-02170,88.2,39.5,2.1,12.52,34.0,35.8,Critical
VH-00439,98.4,39.3,3.3,12.7,166.0,31.9,Warning
VH-06607,94.5,48.0,10.8,13.22,125.0,29.5,Normal
VH-06624,89.3,40.9,8.0,12.25,107.0,32.3,Normal
VH-03738,89.6,53.7,8.8,12.18,149.0,32.6,Normal
VH-06998,95.6,32.1,3.4,11.92,19.0,31.9,Warning
VH-00541,88.4,33.0,8.1,12.84,144.0,36.4,Normal
VH-06821,87.0,29.5,6.4,12.33,88.0,32.1,Normal
VH-04080,103.9,37.1,11.1,12.12,189.0,34.0,Normal
VH-03991,86.7,31.0,6.9,12.88,77.0,30.7,Normal
VH-03462,84.5,40.1,4.0,12.52,97.0,34.1,Warning
VH-03519,100.3,50.3,4.4,13.38,198.0,30.8,Normal
VH-02431,103.2,40.0,3.9,12.22,73.0,28.2,Warning
VH-00512,95.8,37.4,4.0,,168.0,35.1,Warning
VH-04521,97.5,52.8,5.9,12.74,140.0,28.6,Normal
VH-03430,82.2,25.3,10.3,12.38,157.0,37.0,Normal
VH-01085,91.7,42.8,7.6,12.55,182.0,27.8,Warning
VH-07443,86.1,39.5,6.2,12.87,87.0,30.8,Normal
VH-04920,92.3,34.7,2.4,12.27,63.0,33.8,Critical
VH-02747,91.2,,9.0,12.7,166.0,29.5,Normal
VH-00691,93.0,37.6,10.9,12.57,150.0,32.5,Normal
VH-06282,100.0,33.9,5.0,13.26,81.0,31.1,Critical
VH-04398,86.9,36.8,7.7,13.17,20.0,29.8,Normal
VH-05778,105.5,34.4,8.1,12.31,17.0,35.5,Normal
VH-01455,94.1,45.4,2.9,12.18,88.0,34.8,Warning
VH-03157,92.9,36.6,9.4,12.7,160.0,37.1,Normal
VH-02991,108.0,54.1,2.4,11.26,156.0,34.6,Critical
VH-00916,106.5,44.6,11.3,12.73,148.0,32.5,Normal
VH-02026,99.5,37.7,3.0,13.01,129.0,32.3,Warning
VH-06781,94.7,32.6,8.5,12.65,103.0,31.0,Normal
VH-05440,95.0,52.0,4.6,12.36,169.0,30.8,Normal
VH-07134,92.2,51.1,5.8,12.37,132.0,,Normal
VH-07452,101.1,39.1,8.0,13.35,29.0,31.9,Normal
VH-07692,85.9,34.6,8.3,12.36,135.0,34.0,Normal
VH-04886,96.8,34.9,10.3,12.52,105.0,31.4,Normal
VH-04760,96.4,,4.3,12.08,113.0,31.4,Normal
VH-02985,91.4,54.7,8.4,12.21,105.0,35.1,Normal
VH-04941,90.8,37.9,10.8,12.61,128.0,36.9,Normal
VH-04171,99.9,26.7,10.3,12.32,124.0,36.8,Normal
VH-04251,91.5,33.0,9.9,12.36,183.0,30.2,Normal
VH-01114,95.8,47.5,4.4,12.6,47.0,35.1,Normal
VH-07663,88.0,53.1,2.7,12.58,44.0,38.3,Warning
VH-00798,103.2,43.7,7.1,12.65,110.0,30.9,Normal
VH-03612,90.4,54.8,6.2,13.06,200.0,30.2,Normal
VH-07256,108.4,,4.6,11.81,96.0,32.9,Warning
VH-06054,94.2,43.8,10.5,12.51,109.0,34.0,Normal
VH-07983,88.2,42.5,3.3,13.06,177.0,,Warning
VH-07890,95.0,43.5,3.9,11.81,18.0,36.1,Warning
VH-02728,109.7,,4.1,13.69,61.0,28.7,Warning
VH-05883,94.5,28.6,5.4,12.66,101.0,34.9, normal 
VH-01755,100.0,53.6,10.5,13.48,150.0,29.2,Normal
VH-04237,96.8,41.2,5.4,12.3,170.0,33.4,Normal
VH-05729,84.3,40.2,10.6,11.98,145.0,33.5,Warning
VH-05300,88.9,63.7,10.6,12.18,119.0,34.7,Normal
VH-01412,82.5,35.3,12.0,12.07,54.0,30.1,Normal
VH-04800,95.2,51.8,6.6,12.07,44.0,32.2,Normal
VH-02383,90.9,55.2,3.5,12.7,11.0,31.8,Warning
VH-06350,98.1,35.7,9.6,12.69,90.0,32.6,Normal
VH-03911,114.4,39.4,9.1,12.97,186.0,29.6,Warning
VH-07395,95.1,35.7,3.4,,35.0,32.3,Warning
VH-07116,96.6,43.0,10.4,12.56,26.0,30.4,Normal
VH-03783,105.8,41.8,8.7,12.34,86.0,26.5,Warning
VH-01310,85.6,40.6,2.2,11.98,98.0,32.2,Critical
VH-01674,93.2,50.1,7.2,12.81,63.0,30.2,Normal
VH-03605,101.4,28.8,8.7,13.04,100.0,34.4,Normal
VH-04410,106.4,49.5,9.5,12.24,80.0,27.8,Warning
VH-05718,103.3,45.4,9.3,12.66,41.0,35.0,Normal
VH-04755,90.1,35.1,8.1,12.75,107.0,36.0,Normal
VH-00227,110.0,29.2,9.0,11.43,156.0,29.2,Warning
VH-06092,92.3,36.5,4.3,12.99,27.0,35.4,Normal
VH-04554,109.2,46.6,9.6,13.14,122.0,,Warning
VH-04937,81.6,44.7,9.4,12.56,144.0,32.2,Warning
VH-01297,89.7,,2.1,12.36,71.0,33.2,Critical
VH-07410,101.5,41.4,7.2,12.05,91.0,30.3,Normal
VH-06787,89.8,33.9,8.2,12.6,124.0,36.5,Normal
VH-04385,92.0,44.8,5.4,12.82,190.0,37.6,Normal
VH-02211,102.8,26.9,6.9,12.91,152.0,30.0,Normal
VH-07697,104.4,40.7,4.3,13.24,160.0,30.0,Normal
VH-07189,90.4,38.1,5.4,11.76,104.0,36.4,Warning
VH-06725,76.5,36.7,5.6,13.57,121.0,32.9,Normal
VH-02075,84.7,19.9,10.6,12.17,81.0,30.3,Warning
VH-07621,92.9,29.5,8.5,13.03,66.0,31.6,Normal
VH-05088,83.5,27.1,9.8,13.35,25.0,31.8,Normal
VH-02972,94.8,48.2,10.7,11.24,138.0,31.5,Critical
VH-01397,93.5,32.3,10.7,12.61,141.0,31.1,Normal
VH-04130,103.1,38.3,4.0,12.72,73.0,32.4,Normal
VH-05523,101.8,52.8,7.0,13.53,82.0,39.6,Normal
VH-03629,100.0,25.1,4.4,13.49,12.0,32.3, normal 
VH-05344,94.4,29.9,3.1,13.03,111.0,31.1,Warning
VH-03360,94.6,35.1,11.0,11.82,143.0,35.2,WARNING
VH-05836,102.4,51.9,11.2,13.73,28.0,31.2,Normal
VH-07797,87.8,32.2,9.7,12.63,124.0,35.2,Normal
VH-01389,87.7,39.5,4.7,14.2,93.0,40.0,Warning
VH-06622,106.4,32.9,6.9,12.47,137.0,34.4,Normal
VH-02497,77.5,38.6,2.7,13.1,73.0,30.1,Warning
VH-05245,96.1,49.2,10.9,13.13,121.0,29.2,Normal
VH-03573,94.4,60.4,8.7,12.6,174.0,30.2,Normal
VH-02326,77.2,50.4,3.6,,54.0,34.9,Warning
VH-06262,92.4,37.4,9.5,13.35,107.0,32.0,Normal
VH-04004,106.4,41.5,11.7,12.5,139.0,36.7,Normal
VH-00313,98.5,33.5,5.4,12.73,136.0,30.9,Normal
VH-05519,87.1,52.5,6.6,13.45,39.0,33.8, normal 
VH-06661,114.6,39.0,6.1,,56.0,,Warning
VH-02417,89.9,37.4,9.6,13.63,186.0,35.4,Normal
VH-05133,84.1,40.7,6.3,12.2,125.0,24.4,Warning
VH-04754,109.3,32.6,5.6,12.28,45.0,32.2,Warning
VH-00755,104.1,36.2,4.4,11.66,73.0,31.1,Warning
VH-02712,94.4,48.1,3.2,12.36,177.0,31.4,Warning
VH-07043,111.1,40.2,2.9,12.22,75.0,30.9,Warning
VH-05417,102.7,40.6,10.0,11.69,182.0,34.1,Warning
VH-05341,96.6,38.3,10.7,12.57,24.0,34.6,Normal
VH-07308,89.2,39.2,4.5,11.61,131.0,39.0,Warning
VH-02718,103.3,32.6,5.6,13.67,120.0,,Normal
VH-05977,90.5,50.2,3.2,12.43,9.0,28.3,Warning
VH-05738,80.7,48.5,6.2,11.72,104.0,34.2,Warning
VH-06196,101.8,40.5,6.7,12.44,147.0,35.0,Normal
VH-07643,88.4,,2.3,12.84,73.0,34.1,Critical
VH-05861,104.6,44.8,8.6,12.89,140.0,28.5,Normal
VH-07492,84.9,42.6,6.5,12.8,64.0,35.6,Normal
VH-00126,106.7,50.0,8.6,13.42,65.0,30.4,Normal
VH-05787,87.7,42.2,11.6,12.32,156.0,35.6,Normal
VH-04056,101.9,47.5,5.6,11.93,25.0,33.2,Warning
VH-06792,97.8,49.9,4.9,12.67,161.0,34.2, normal 
VH-05075,95.3,51.2,10.7,12.82,17.0,29.8, normal 
VH-00438,89.8,47.8,8.9,13.05,117.0,33.5,Normal
VH-02222,95.7,32.5,5.3,12.38,120.0,36.2,Normal
VH-03194,94.1,36.5,4.4,13.13,132.0,37.3,Normal
VH-07475,100.1,30.2,4.8,12.35,64.0,33.6,Normal
VH-06085,84.0,37.6,6.1,12.6,111.0,33.0,Normal
VH-01272,92.0,33.3,4.2,11.4,180.0,31.5,Warning
VH-00285,91.2,46.7,10.9,13.58,91.0,26.4,Warning
VH-02143,98.2,36.5,5.1,13.14,59.0,27.4,Warning
VH-07511,85.3,44.1,11.2,12.37,99.0,28.7,Normal
VH-03399,91.0,41.5,11.4,12.97,47.0,26.3, normal 
VH-01228,99.5,30.8,3.9,11.97,143.0,27.8,Warning
VH-03814,104.2,41.6,7.7,12.86,166.0,33.2,Normal
VH-05010,101.2,41.6,7.1,13.32,23.0,36.5,Critical
VH-02031,91.1,44.8,8.7,,60.0,31.7,Normal
VH-05292,97.7,37.1,11.7,13.25,20.0,30.5,Normal
VH-02012,100.3,43.2,9.2,12.65,153.0,31.1,Normal
VH-02992,94.5,27.8,10.9,12.72,117.0,26.7,Warning
VH-03484,102.0,43.6,8.4,12.48,199.0,34.1,Normal
VH-00171,98.6,34.2,11.8,12.97,62.0,25.6,Warning
VH-04284,91.7,23.1,8.4,13.03,20.0,34.3,Warning
VH-06643,86.6,54.2,11.6,13.06,144.0,30.2, normal 
VH-04416,104.9,37.2,3.7,13.01,35.0,31.9,Warning
VH-06416,105.9,,6.8,13.05,130.0,31.0,Normal
VH-02053,117.9,39.9,6.9,12.84,36.0,30.2,Warning
VH-03052,87.8,41.3,7.6,13.74,42.0,32.3,Normal
VH-05978,90.6,39.0,3.3,12.85,69.0,33.1,Warning
VH-04705,99.6,53.0,10.9,12.22,162.0,36.9,Normal
VH-02503,98.9,37.8,9.4,12.59,19.0,34.4, normal 
VH-00250,92.1,,8.7,,104.0,34.2,Normal
VH-01667,95.0,47.6,9.4,12.42,179.0,33.7,Normal
VH-04193,87.0,46.4,3.5,12.39,150.0,33.3,Warning
VH-02089,98.7,32.6,6.5,12.37,192.0,27.8,Warning
VH-00048,100.4,48.8,11.0,13.28,109.0,27.9,Warning
VH-00111,96.9,45.9,6.5,12.62,125.0,28.4,Normal
VH-00458,97.7,31.1,7.4,12.44,31.0,35.5,Normal
VH-07937,97.8,39.4,2.8,11.86,142.0,28.4,Critical
VH-06782,85.8,34.6,11.2,11.51,46.0,,Warning
VH-01464,102.9,28.5,8.4,12.89,10.0,23.5,Warning
VH-04253,80.3,42.8,10.1,12.57,120.0,33.3,Normal
VH-00612,83.6,36.0,3.9,13.61,85.0,38.5,Warning
VH-05508,96.4,30.1,3.9,12.06,36.0,32.5,Warning
VH-02114,98.9,33.0,5.2,12.3,176.0,31.3,Normal
VH-04836,78.9,35.7,5.2,12.35,73.0,34.5,Normal
VH-07956,93.9,45.0,5.3,12.07,159.0,31.1,Normal
VH-02751,91.9,25.0,8.9,12.71,154.0,34.8,Normal
VH-00672,89.3,52.1,4.9,12.46,188.0,28.1,Normal
VH-00881,102.6,39.4,3.2,12.99,17.0,30.5,Normal
VH-06937,90.6,47.6,3.3,12.45,74.0,34.0,Warning
VH-07096,84.5,39.4,3.1,12.96,199.0,31.9,Warning
